,text,label
13257,I've recommended that our doctors be given a set of national practice guidelines and that if they follow those guidelines that raises the presumption that they didn't do anything wrong.,1
13258,Let's take the example that the President cites.,0
13259,"As a matter of fact, your record is such that Ted Kennedy, your colleague, is the conservative senator from Massachusetts.",1
13260,"But I think we're all in this together, and my plea to the American people is values in the schools.",0
13261,... and reduce our violence.,0
13262,"I call it trumped-up trickle-down, because that's exactly what it would be.",0
13263,We'll bring back manufacturing to America.,0
13264,"And right now, as you know, the US took the lead in a no-fly operation up there in-- no- fly order up in the United Nations.",1
13265,"So, thank you for giving me a chance to straighten the record.",0
13266,"I believe it incumbent upon the next president of the United States to get this country moving again, to get our economy moving ahead, to set before the American people its goals, its unfinished business.",0
13267,"This permits a company to create uh - a dummy corporation, to export their products, and then not to pay the full amount of taxes on them.",1
13268,"We're telling other people, ""You can't have nuclear weapons,"" but we're pursuing a new nuclear weapon that we might even contemplate using.",1
13269,Health-care costs for the average American have gone up 64 percent; tuitions have gone up 35 percent; gasoline prices up 30 percent; Medicare premiums went up 17 percent a few days ago; prescription drugs are up 12 percent a year.,1
13270,I -- I find it ironic that he's raising nuclear weapons.,1
13271,"When I was secretary of state, I went around the world advocating for our country, but also advocating for women's rights, to make sure that women had a decent chance to have a better life and negotiated a treaty with Russia to lower nuclear weapons.",1
13272,I don't want the government financing congressional elections.,0
13273,I have no loans from Russia.,1
13274,I think it's been a very constructive debate and I hope it's helped to acquaint the American people with the sharp differences between myself and Governor Reagan.,0
13275,This used to be a bipartisan issue.,0
13276,"The Brady Bill has kept at least 60,000 felons, fugitives and stalkers from getting hand guns.",1
13277,He now says he's going to replace Obamacare and ensure that all the good things that are in it are going to be in there and you don't have to worry.,1
13278,"Got four more years, I've got more to do to continue to raise standards, to continue to reward teachers and school districts that are working, to emphasize math and science in the classrooms, to continue to expand Pell Grants to make sure that people have an opportunity to start their career with a college diploma.",0
13279,You did not say that you would provide government help.,1
13280,"And therefore, that was the reason that I would not uh - identify any particular course of action uh - when I responded to a question a week or so ago.",0
13281,"I'll never turn over America's national security needs to leaders of other countries, as we continue to build those alliances.",0
13282,We're going to have a hard time rebuilding it.,0
13283,"And I think this would uh - this would be uh easy to accomplish, to get jobs down, without having strong in- inflationary pressures that - that would be necessary.",0
13284,That gets to the national honor.,0
13285,"I left my campaign and suspended it to go back to Washington to make sure that there were additional protections for the taxpayer in the form of good oversight, in the form of taxpayers being the first to be paid back when our economy recovers -- and it will recover -- and a number of other measures.",1
13286,And I won't comment on other things that happened in your administration or your past about drugs.,0
13287,"And as a consequence, veterans' unemployment is actually now lower than general population.",1
13288,"Over time we have developed a government that comes at the people, that comes from the top down, where the people are more or less treated as objects to be programmed during the campaign with commercials and media events and fear messages and personal attacks and things of that nature.",0
13289,"Now, it's fine to say that sometimes you have to hit base camps, but when the president saw this state sponsored-fingerprints of Muammar Khadaffi on the loss of American life, he hit Libya.",1
13290,I'm proud of the fact that violent crime is down in the State of Texas.,1
13291,We've got to treat it as international crime.,0
13292,To the best of my knowledge he's never once suggested that a session of the Senate begin with the Pledge of Allegiance.,1
13293,And thank you for your service to the country.,0
13294,And the people of Serbia know that they can escape all those sanctions if this guy is turned out of power.,0
13295,It works particularly when we pay our troops well.,0
13296,"I think the uh - problem should've been addressed by increasing productivity, by having uh - put - put people back to work so they could purchase more goods, lower income taxes on individuals, perhaps raise them, if necessary, on corporations in comparison.",0
13297,"It's like if you looked at the -- it's the equivalent of the buggy and horse days, compared to other industries here in America.",0
13298,We've had 25 years of very good cooperation.,1
13299,"You know, I was in New Hampshire.",1
13300,"And if there is any inequities in oil or any other commodity, then I would vote to close that loophole, I have voted in the past to reduce the depletion allowance for the largest producers; for those from five million dollars down, to maintain it at twenty-seven and a half per cent.",1
13301,The laws protect the American taxpayer in this regard.,1
13302,You go into the inner cities and -- you see it's 45 percent poverty.,1
13303,"Now, I will not allow somebody to come in and change Roe v. Wade.",0
13304,We are all in this together.,0
13305,"I'm spending my money -- not PAC money, not foreign money, my money -- to take this message to the people.",1
13306,And many of the public schools are meeting the call.,1
13307,"The world is changing dramatically in how we work and how we live, how we relate to each other, huge changes.",0
13308,A profound scientist recently made a different --,0
13309,"And I will hunt down and kill the terrorists, wherever they are.",0
13310,"And in the field of executive leadership, I can say that I believe it's essential that the president of the United States not only set the tone but he also must lead; he must act as he talks.",0
13311,The bill finally came out at the end of the 1999 session.,1
13312,We're selling American automobiles in Japan now.,1
13313,And I've noticed that everybody that is for abortion has already been born.,0
13314,"It's a very sacred contract, and I believe in it.",0
13315,"We cut taxes for middle-class families by about $3,600.",1
13316,Now I just want to make one last point because Senator McCain mentioned NAFTA and the issue of trade and that actually bears on this issue.,1
13317,"Well, the matter of judgment is very important.",0
13318,"By adequate preparation I mean that at that level we must prepare an agenda, an agenda agreed upon with the approval of the heads of state involved.",0
13319,"This will give them a chance to choose their own futures, not have Senator Obama and government decide that for them.",0
13320,And at that point they'll just be like apples falling out of a tree.,0
13321,What you have to decide is who's got the best economic plan.,0
13322,It gives you the choice.,0
13323,"It is an issue that I am willing to take on, and so I'll bring Republicans and Democrats together.",0
13324,"In my health care bill, I said insurance companies need to provide contraceptive coverage to everybody who is insured.",1
13325,I think this is very harmful at a time Mr. Khrushchev is here - harmful because it's wrong.,0
13326,One of the reasons I was successful as the governor of Texas is because I didn't try to be all things to all people.,0
13327,The reason Social Security -- he says it gets 2%.,1
13328,Probably a lot of kids here disagree with me.,0
13329,He said the centerpiece in my first four years is going to be a middle class tax cut.,1
13330,"I was not out there when that stock market dropped wringing my hands and saying this was the end of the world as some political leaders were, because it isn't the end of the world.",0
13331,We've got to turn this thing around.,0
13332,"Now, it's not the most efficient way to get people health care.",0
13333,But we did something else that was interesting.,0
13334,"This is the way it ought to work, give more power back to the states and back to the people back to the taxpayers, not always the long arm of the federal government.",0
13335,In terms of this one on taxes spells out the biggest difference between us.,0
13336,"In fact, I cast the tie-breaking vote to close it, but then the majority in the House of Representatives went the other way.",1
13337,(LAUGHTER) I am a person who keeps promises.,0
13338,"Right now, in the United States of America, business pays the second-highest business taxes in the world, 35 percent.",1
13339,"Well, let me just make a couple of points.",0
13340,And I don't think it should do that.,0
13341,"If Russia and the United States got along well and went after ISIS, that would be good.",0
13342,It's what are our capabilities.,0
13343,The President held it up.,1
13344,"I sent up my budget man to the Congress, and he says, here's how we're going to reduce the deficit in half by five years.",1
13345,I mention the last debate --,1
13346,"If we got along well, that would be good.",0
13347,It always works that way.,0
13348,I've done a lot of things that were controversial.,1
13349,"If you make it as a young man, time passes.",0
13350,This is a president who has not been able to do what he said he'd do.,0
13351,"And the president has a regular opportunity to label them as a currency manipulator, but refuses to do so.",0
13352,"I saw them work, I saw them make very hard decisions.",1
13353,So I think it's worth a shot.,0
13354,"And it wasn't until former Secretary of State Jim Baker and General Scowcroft and others pushed publicly and said you've got to go to the U.N., that the president finally changed his mind -- his campaign has a word for that -- and went to the United Nations.",1
13355,"I want to close loopholes that allow companies to deduct expenses when they move to China; that allow them to profit offshore and not have to get taxed, so they have tax advantages offshore.",1
13356,More in August than July.,1
13357,"I had a single mom and my grandparents raised me and it was because of the help of scholarships and my grandmother scrimping on things that she might have wanted to purchase and my mom, at one point, getting food stamps in order for us to put food on the table.",1
13358,You've got people doing two and three rotations.,1
13359,"I think also what you need to think about is not the immediate, but what about Medicare?",0
13360,"We both believe that, as lawyers -- I'm a lawyer, too.",0
13361,Now I think we have a selective engagement policy.,0
13362,That's not what we do.,0
13363,"We're doing that precisely, and I think one thing sooner or later we're going to have to consider is take a look at the Social Security system.",0
13364,"The government's bigger than it was when President Kennedy was around, even though he says it's not.",1
13365,"Well, I always have difficulty recognizing my positions when they're stated by the Vice President.",0
13366,"If that isn't a liberal idea, I've never heard one.",0
13367,"The history of our relationship with Iran goes back to the days of President Truman when he decided that it was vitally necessary for our own security as well as that of Iran, that we should help that country, and Iran has been a good ally.",1
13368,So we want to end discrimination.,0
13369,"And a young man is out there on a $1 billion carrier in charge of the maintenance of a $20 million aircraft, working 100 hours a week at times, and he's earning less for himself and his family, while he's away from his family, than he could earn if he were in one of the most menial jobs, working 40 hours a week here at home.",0
13370,"But I said they have to focus on terror, also.",1
13371,What I don't accept is demonstrating and organizing demonstrations in a foreign country when your country's at war.,0
13372,"Well, Bob, you asked me a direct question.",1
13373,"Number one, if I get there, it will be a very unusual and historical event --",0
13374,"And when I roll it back and we invest in the things that I have talked about to move our economy, we're going to grow sufficiently, it would begin to cut the deficit in half, and we get back to where we were at the end of the 1990s when we balanced the budget and paid down the debt of this country.",1
13375,"What about the other 15,000?",0
13376,And I got plans to reduce and eliminate unnecessary and wasteful spending and if there's anybody here who thinks there aren't agencies of government where spending can be cut and their budgets slashed they have not spent a lot of time in Washington.,0
13377,"A cease-fire, the United States, Russia, and Syria.",0
13378,We're going the make great deals.,0
13379,We've got to do that in Washington.,0
13380,I just don't believe that's the answer.,0
13381,"Well first of all, I think Senator Kennedy should make up his mind with regard to my responsibility.",0
13382,The fact remains almost 30% of his proposed tax cut goes to -- only to Americans that make more than $1 million per year.,1
13383,I know it made a lot of difference many times in the Congress.,0
13384,So I don't believe that we need to do what you've suggested here.,0
13385,I'm not exactly sure how you enhance the penalty any more than the death penalty.,0
13386,"They passed the resolution that said, ""Disclose, disarm, or face serious consequences.""",1
13387,"This country desperately needs a jobs program, and my first priority would be to pass a jobs program, to introduce it on the first day I was inaugurated.",0
13388,"That's why I said to Afghanistan: If you harbor a terrorist, you're just as guilty as the terrorist.",1
13389,Welfare reform is one way to do it.,0
13390,I represented upstate New York.,1
13391,And the best America is not behind us.,0
13392,Ones that can support a family.,0
13393,I know what it's like to have to fight to keep one's hope going through difficult times.,0
13394,"Look, you have to build a consensus, but in some things -- Ross mentioned Saddam Hussein.",1
13395,"I appreciate the fact that his daughters have been so kind to my daughters in what has been a pretty hard experience for, I guess, young girls, seeing their dads out there campaigning.",0
13396,"A family involves at least one parent, whether natural or adoptive or foster, and children.",1
13397,And I think it's time you take a stand...,0
13398,And I want to help people in the middle-class.,0
13399,"The important point here is, though, the American people have become so cynical about our politics, because all they see is a tit- for-tat and back-and-forth.",0
13400,And we should demand that Donald release all of his tax returns so that people can see what are the entanglements and the financial relationships that he has...,0
13401,"As a matter of fact, uh - I've never advocated any cut of $15 billion in our defense budget.",1
13402,"Well, I don't question his passion.",0
13403,I would not favor the uh - payment of uh - of a given fixed income to people unless they are not able to work.,0
13404,The best way to defend America in this world we live in is to stay on the offense.,0
13405,And his Secretary of the Treasury said he's studying a sales tax or a value-added tax.,1
13406,"As a matter of fact, I would like to take the issue a little further.",0
13407,We use people that get the position because they gave -- they made a campaign contribution and they're dealing with China and people that are very much smarter than they are.,0
13408,"Well, Chris, first of all, I think a no-fly zone could save lives and could hasten the end of the conflict.",0
13409,"I want to spend my time making this country even better than it is, not trying to make you out to be a bad person.",0
13410,All you have to do is speak to them.,0
13411,And this was a -- this was a program of the government.,1
13412,But it is certainly my responsibility.,0
13413,He would do for the US what he's done to Arkansas.,0
13414,"And smart means not diverting your attention from the real war on terror in Afghanistan against Osama bin Laden and taking if off to Iraq where the 9/11 Commission confirms there was no connection to 9/11 itself and Saddam Hussein, and where the reason for going to war was weapons of mass destruction, not the removal of Saddam Hussein.",1
13415,You said it's the finest deal you've ever seen.,1
13416,I don't think the government oughta do anything to encourage abortion.,0
13417,Amnesty means that - that you uh - that what you did was right.,0
13418,"There was two or three commission reports, recommendations by the CIA, the State Department, and the others, and the third time there was even a warning from the terrorists themselves.",1
13419,Every other ad -- ever other ad was an attack ad on my health care plan.,1
13420,"I don't think there are any villains, but, boy, is the system rotten.",0
13421,"If you like your high premiums, you keep them.",0
13422,I think they also know that we had a commission that came in a year ago with a recommendation on education -- on excellence in education.,1
13423,I will see that these standards apply to the United States Congress.,0
13424,"For those of you who he wants to scare into the voting booth to vote for him, hear me loud and clear.",0
13425,"Capital gains, one more point on that, please let's learn from history.",0
13426,"We have to remember, when we talk a tax cut, we're only talking about reducing a tax increase, because this Administration has left us with a built-in tax increase that will amount to $86 billion next year.",1
13427,Donald thinks belittling women makes him bigger.,0
13428,"Now, Social Security, let's lay it to rest once and for all.",0
13429,"So there will be different ratios in the House, as well as in the Senate, and as president I will be able to uh - work with that Congress.",0
13430,It's a scaring -- he's trying to scare people in the voting booth.,0
13431,"In addition to that, I believe we have a crisis here at home, a crisis of the middle class that is increasingly squeezed, health-care costs going up.",1
13432,Four Democrats voted for it.,1
13433,"There are a number of things that sound good, but frankly, we just can't afford them.",0
13434,"When a drug comes in from Canada, I want to make sure it cures you and doesn't kill you.",0
13435,This is how I'm going to get it done.,0
13436,Are we closer to peace?,0
13437,"Well, with regard to this being a personal choice, isn't that what a murderer is insisting on, his or her right to kill someone because of whatever fault they think justifies that?",0
13438,"And that was, we had adequate warning that there was a threat to our embassy, and we could have done what other embassies did - either strengthen our security there, or remove our personnel before the kidnap and the takeover took place.",1
13439,We have 11 million undocumented people.,1
13440,"I see that as part of my job as president, and I'll make my best effort to do it.",0
13441,"Just yesterday, I was in Toledo shaking some hands in a line.",1
13442,I don't anticipate that in the future.,0
13443,"In the meantime, we've got challenges, for example, with China, where we are borrowing billions of dollars.",1
13444,"She didn't answer it, because when Ambassador Stevens...",1
13445,"Whenever we do anything that's wrong, we can express regrets.",0
13446,That's what it's meant to do.,0
13447,Is the guy out of work better off?,0
13448,"That's how we repealed ""don't ask/don't tell.""",0
13449,We've got to innovate through this America 2000 program.,0
13450,"We cleaned up more brown fields than any other administration in my state's history, 450 of them.",1
13451,"Saddam Hussein released a tape, as you know, claiming it was a transcript of their meeting, where she said we will not become involved in your border dispute and, in effect, you can take the northern part of the country.",1
13452,"It's very important that we not just, without thinking it through, just rush to every problem in the world and have our people torn to pieces.",0
13453,Let me just say that obviously tonight we're going to hear some phony numbers about what I think and what we ought to do.,0
13454,Mr. Nixon suggests uh - that the United States should go to war if these two islands are attacked.,1
13455,"When George Bush came into office, our debt -- national debt was around $5 trillion.",1
13456,"On jobs -- that's the number one priority, and I believe my program for stimulating investment, encouraging small business, brand-new approach to education, strengthening the American family, and, yes, creating more exports is the way to go.",0
13457,It's balancing a budget by the year 2002.,0
13458,"In other states, we've done it.",1
13459,"As a nuclear engineer myself, I know the limitations and capabilities of atomic power.",0
13460,We are going to appoint justices -- this is the best way to help the Second Amendment.,0
13461,"I have never answered the question, however; second, the one that says, well, tell me, what are some of those ideas?",0
13462,We held to account a terrorist regime in Saddam Hussein.,0
13463,"And the thought that we would share this with the Soviet Union is, in my opinion, a total non-STARTer.",0
13464,I'm opposed to these policies as well.,0
13465,And that cost us revenue.,1
13466,We have to make sure that we make it easier for kids to afford college.,0
13467,I agree with Mr. Bush that values are important.,0
13468,"In the next four years, I want to focus on the following things.",0
13469,"And then just a day or two ago, the attorney general of the United States made a further investigation and came to precisely the same conclusion.",1
13470,"Keep in mind in 1960, when our schools were the envy of the world, we were spending $16 billion on them; now we spend more than any other nation in the world -- 199 billion a year -- and rank at the bottom of the industrialized world in terms of education achievement.",1
13471,"And we've got to work with them if we are going to create an environment for human rights and democracy for the people of this hemisphere, and go to work on our single most important problem, and that is the avalanche of drugs that is poring into our country and virtually destroying those countries.",0
13472,We cannot send our people all over the world to solve every problem that comes up.,0
13473,Do you know that it's gone completely out of control to the point where it corrupts people?,0
13474,"And those two principles can now be applied to conventional forces, to strategic forces, provided",0
13475,It was just take a look at the person that she built up to be this wonderful Girl Scout who was no Girl Scout.,1
13476,"I believe that your health care is just as important as any politician in Washington, D. C.",0
13477,We've already 75 percent of his people.,1
13478,But the hard reality is that we must know what we're doing and pursue those objectives that are possible in our time.,0
13479,"And by working with all of the nations in the region -- unlike the policies of this administration and unlike the President said, they have not supported negotiations in that region -- we will be much stronger, because we'll have the moral authority that goes with those efforts.",1
13480,In our first debate he indicated that I had not had experience or at least uh - had not participated significantly in the making of the decisions.,1
13481,"Secondly, the Vice President mentioned medical care for the aged.",1
13482,"I mean, the fact is that there -- even though no state wants them, there are guns in some schools.",0
13483,And for the last eight years I've served on the National Security Council.,1
13484,I gave you back some of that time.,0
13485,What Senator McCain refers to is a measure in the Senate that would try to broaden the mandate inside of Iraq.,0
13486,And I'm a big proponent.,0
13487,That wasn't the kind of call to service that I think the American people were looking for.,0
13488,"And I think that you pointed the way in your comments, because when you say there are multiple things accomplished by farmers, you're specifically including conservation and protection of the environment.",0
13489,"And, as I say, I don't believe that I could carry on unless I had a belief in a higher authority and a belief that prayers are answered.",0
13490,"If the president's reelected, Obamacare will be fully installed.",0
13491,The education is a disaster.,0
13492,It's how we're going to grow this economy over the long term.,0
13493,"The CBO said very clearly that if you were to adopt the president's plan, there would be a $2 trillion hole in Social Security, because today's workers pay in to the system for today's retirees.",1
13494,And we uh - had the emperor of Japan here this uh - past year and the net result is Japan and the United States are working more closely together now than at any time in the history of our relationship.,1
13495,"But we did factor in our own ideas with regard to increases in the projected military spending that we believe would, over a period of time, do what is necessary.",0
13496,It's as good as any private school in the country.,0
13497,Every middle class family is eligible for a tax cut under my proposal.,1
13498,"And, you know, Donald says he knows more about ISIS than the generals.",1
13499,"He had to pay an $850,000 fine to one of the women.",1
13500,"We've sort of distanced ourselves from our ally, South Korea.",0
13501,I think we have to respect that.,0
13502,When it comes to foreign policy that will be my guiding question.,0
13503,"But, as Senator Kennedy said in January of this year in this same press conference, the way that you get higher salaries for teachers is to support school construction, which means that all of the local school districts in the various states then have money which is freed to raise the standards for teachers' salaries.",1
13504,But I think that we also have to have a sense of mission in the world.,0
13505,"It just reminds me of, you know, he says that he's going to close deductions and loopholes for his tax plan.",1
13506,And that's one of the things that I hope I can lead personally as the President of the United States.,0
13507,And that's the kind of America I want to build.,0
13508,"The Soviet Union, to our surprise -- and not just mine -- made it plain when we brought this up that they placed, they thought, a greater reliance on the land-based missiles and, therefore, they wanted to take up all three.",1
13509,"It may be Republican, it may be Democratic.",0
13510,"Meanwhile, while Iran is moving toward nuclear weapons, some 37 tons of what they called yellow cake, the stuff they use to make enriched uranium, while they're doing that, North Korea has moved from one bomb maybe, maybe, to four to seven bombs.",1
13511,"Jim, when I came home from prison, I saw our veterans being very badly treated, and it made me sad.",1
13512,"America is great, because America is good.",0
13513,"In fact, he went on to say... WALLACE: Her two minutes -- sir, her two minutes.",0
13514,"If you believe that the California economy was better in 1992 than it is today, you should vote for Bob Dole.",1
13515,"uh - The estimate of the outside, if you eliminated all tax shelters, is 5 billion.",1
13516,"And some of those programs may not grow as much as we would like for them to, but we can establish priorities with full transparency, with full knowledge of the American people, and full consultation, not done behind closed doors and shoving earmarks in the middle of the night into programs that we don't even -- sometimes we don't even know about until months later.",0
13517,"And there is nothing wrong with us having a vigorous debate like we're having tonight about health care, about energy policy, about tax policy.",1
13518,"Well, let me just say that, with regard to that same missile system, I happen to support and believe in the missile, itself.",0
13519,"As I indicated before, when you talk about shifting Medicaid to states, we're talking about potentially a 30 -- a 30 percent cut in Medicaid over time.",1
13520,"And I'm going to fix it, because I agree with you.",0
13521,"It's being worked now in 1700 communities -- bypassed Congress on this one, Ross -- 1700 communities across the country.",1
13522,"I see our influence receding, in part because of the failure of the president to deal with our economic challenges at home; in part because of our withdrawal from our commitment to our military in the way I think it ought to be; in part because of the -- the -- the turmoil with Israel.",0
13523,What I object to here is the constant reference to surrendering these islands.,0
13524,I appreciate his efforts and I wish him well.,0
13525,"I want to do that in industries, not just in Detroit, but all across the country and that means we change our tax code so we're giving incentives to companies that are investing here in the United States and creating jobs here.",0
13526,"And the consequence is that federal portion or federal money will go to the parent, so the parent can go to a tutoring program or another public school or another private school.",1
13527,The Congress can modify the supply of money by modifying the income uh tax laws.,1
13528,I think the lessons of Iraq are very clear that you cannot have a failed strategy that will then cause you to nearly lose a conflict.,0
13529,"And if you imagine just one company trying to deal with that, now imagine a million companies all across the country.",0
13530,I'm going to stop other things.,0
13531,I also will not add a penny to the debt.,0
13532,It called for uh - conservation measures so that we would save the energy that we have.,0
13533,And I can't tell you what it means to me at these rallies when I see you and you come up and the look in your eyes -- and I know how you feel and you know how I feel.,0
13534,We either have a border or we don't.,0
13535,"And, unfortunately, when -- when -- when you look at Obamacare, the Congressional Budget Office has said it will cost $2,500 a year more than traditional insurance.",1
13536,"I would like to, of course, and I presume this administration would as well.",0
13537,The key is making sure that the next treasury secretary understands that it's not enough just to help those at the top.,0
13538,"And that's a big, big factor.",0
13539,"Now, he says by not overpaying hospitals and providers.",1
13540,"And you pick out 20,000, whether they need the money or not, and they get paid for volunteering.",1
13541,Free trade with Colombia is something that's a no-brainer.,0
13542,And thank you to the Presidential Commission for undertaking this enormous task.,0
13543,"We have strengthened enforcement, and everybody in San Diego knows we strengthened control of the border.",1
13544,I'm glad you clarified it.,0
13545,"I know you're into big diversion tonight, anything to avoid talking about your campaign and the way it's exploding and the way Republicans are leaving you.",1
13546,What was the other part of it?,0
13547,"And number three, we need to help and support Russia and the republics in every possible way to become democratic capitalistic societies, and not just sit back and let those countries continue in turmoil.",0
13548,"I want to cut the size of the congressional staffs, but I think you're going to have too much influence there with people who were never elected, who have lots of expertise.",0
13549,Just so you put it out.,0
13550,I think that's the wrong thing.,0
13551,"He has, in effect, said that he would agree with all of - he would disapprove of the vetoes that I have made, and would have added significantly to expenditures and the deficit in the federal government.",0
13552,"They're the best, the best ever at it.",0
13553,"Number three, the pre - Vice President suggests that we should keep the Communists in doubt about whether we would fight on Quemoy and Matsu.",0
13554,What does the President have to say about taking responsibility for a Vice President who won't apologize for something like that?,0
13555,We've been uh - having a very clear decision in the last eight years.,0
13556,But it can't be dismissed that easily.,0
13557,All of the problems -- the single biggest problem is heroin that pours across our southern border.,1
13558,The other called it untrue.,1
13559,Just like if you look at what came out today on the clips where I was wondering what happened with my rally in Chicago and other rallies where we had such violence?,0
13560,We're going to bring back law and order.,0
13561,And I don't want to give my friend Ross another shot at me here but I am fighting with the Congress to get this through.,0
13562,"And that means being smart about allowing people to be fully educated, to know what their options are in life, and making certain that you don't deny a poor person the right to be able to have whatever the constitution affords them if they can't afford it otherwise.",0
13563,"And why do I want to bring rates down, and at the same time lower exemptions and deductions, particularly for people at the high end?",0
13564,"That's why I said tonight I'm for opportunity, responsibility and community.",0
13565,And I think that's shocking; it's shameful.,0
13566,We've increased money for ammunition and weapons and pay and homeland security.,1
13567,"The most important crucial difference in this election campaign, in my judgment, is the approach to the control of nuclear weaponry and the inclination to control or not to control the spread of atomic weapons to other nations who don't presently have it, particularly terrorist nations.",0
13568,"And as a consequence, you had 46 states around the country who have made a real difference.",1
13569,Recognize the legitimacy of those kids that were carrying the Statue of Liberty.,0
13570,You really identified one of the really major challenges that America faces.,0
13571,And it was continued on by Mayor Bloomberg.,1
13572,We found the people who could least afford it - people on retired incomes uh - people on fixed incomes - we found them unable to meet their bills at the end of the month.,1
13573,"Because in industry today, we're producing more, over the last several years, and at 12% less use of energy than we were back in about 1973.",1
13574,I want to help those with disabilities fit into the mainstream.,0
13575,...I would liquidate the industry.,0
13576,"We're going to have a new Congress, and we're going to say to them, you've listened to the voters the way we have.",0
13577,"Now, for four years that's what I worked on.",1
13578,"Absolutely, and I proposed over a hundred billion dollars in cuts in Federal spending over 4 years, but I am not going to cut it out of Social Security and Medicare and student assistance and things -- [applause] -- that people need.",1
13579,And for a guy that started out with everything he owned in the trunk of his car --,0
13580,I've never seen such ideological squabbles in the Congress of the United States.,0
13581,It's not the right thing to do.,0
13582,And I think the housing community is ready.,0
13583,"Because they are low wage, low skill jobs.",0
13584,"Restore fiscal discipline, we'll do a lot better.",0
13585,So we got to be guarded in our generosity.,0
13586,"Well, all that I can suggest is that all the experts who have studied the program indicate that it is the most fantastic program, the worst program, insofar as its effect on the farmers, that the - America has ever had foisted upon it in an election year or any other time.",1
13587,And I think that's the only way that the United States is going to maintain its freedom.,0
13588,"In the White House staff itself, when I became president, we had roughly five hundred and forty employees.",1
13589,I'll restore the vitality that gets America working again.,0
13590,That's why I told you about the award he won from the National Journal.,1
13591,"I have three very special people with me tonight: My wife, Elizabeth; my daughter, Robin, who has never let me down, and a fellow named Frank Carafa from New York, along with Ollie Manninen who helped me out in the mountains of Italy a few years back.",1
13592,I also want to thank the University of Mississippi for hosting us tonight.,0
13593,We have got to become more concerned about people who play by the rules and get the balance we require.,0
13594,By 1980 that same person was $500 below the poverty line.,1
13595,"So we have to move swiftly, and we have to move wisely.",0
13596,And I've been very clear to them.,0
13597,"But I believe that the next Administration should work for a balanced budget, and that would be my intention.",0
13598,And we need to win that future.,0
13599,Ah - I'm not uh - sure that I remembered earlier that President Ford had - had expressed uh - his concern about the statement or apologized for it.,0
13600,"Thirdly, in Bosnia it's a virtual miracle that there has been no return to war and at least there has now been an election.",1
13601,"They're half, now of what they were when we came into office, and with my policy of getting this deficit under control, they'll be a lot less.",1
13602,"The ability to fight, if necessary, is the best way to avoid the chance for, or the requirement to fight.",0
13603,I don't think I'd have to go against that pledge.,0
13604,"The only point I want to make is this, that in order to make those tough decisions we have to know what our values are and who we're fighting for and what our priorities are and if we are spending $300 billion on tax cuts for people who don't need them and weren't even asking for them, and we are leaving out health care which is crushing on people all across the country, then I think we have made a bad decision and I want to make sure we're not shortchanging our long term priorities.",0
13605,"I mean, ""compassionate conservative,"" what does that mean?",0
13606,And I need the help of everybody across this country to get it passed in a substantial way by the Congress.,0
13607,And I believe strongly that we should have nominees to the United States Supreme Court based on their qualifications rather than any litmus test.,0
13608,"Now there isn't a dollar shortage, and yet many of these countries continue to move against our goods.",1
13609,"I mean, this is a little defensive on your part, Susan, to be honest with you.",0
13610,"Number three, I'll make government more efficient and to cut back the number of employees, combine some agencies and departments.",0
13611,What message does that send our troops?,0
13612,Right this very minute we're sending supplies in to help these little starving kids in Somalia.,1
13613,"I do, because I think that that is the kind of investment where the federal government can help.",0
13614,and must do what he's talking about now.,0
13615,"Now then, to nail it, there's one way out -- a growing, expanding job base.",0
13616,"Respect the First Amendment, but I will do something to help you raise your kids without that garbage.",0
13617,And it was a smart move because there's gas reserves up there.,1
13618,"For instance, if the Arab countries ever again declare an embargo against our nation on oil I would consider that not a military but an economic declaration of war, and I would respond instantly and in kind.",0
13619,"And we're going to make sure that if they do not meet the demands of the international community, then we are going to take all options necessary to make sure they don't have a nuclear weapon.",0
13620,"How about a spending freeze on everything but defense, veteran affairs and entitlement programs.",0
13621,"And that's why, for example, on tax policy, what I want to do is provide a middle class tax cut to 95 percent of working Americans, those who are working two jobs, people who are not spending enough time with their kids, because they are struggling to make ends meet.",0
13622,"And they can look at my track record, whether it's Iran sanctions, whether it's dealing with counterterrorism, whether it's supporting democracy, whether it's supporting women's rights, whether it's supporting religious minorities.",0
13623,I do understand how to make things work.,0
13624,"All of those are legally deductions, deductible in computing your tax, and it was a 1-year thing with him.",1
13625,And at the end of that seven years we were engaged in a war in Korea which cost of thirty thousand American lives.,1
13626,"And as the governor of Massachusetts knows, there was no evidence that governor - that Mr. Noriega was involved in drugs, no hard evidence until we indicted him.",1
13627,"Jane, there are a lot of ways to be competitive.",0
13628,But again it's almost like an ad hoc foreign policy.,0
13629,"Mr. and Mrs. America, when you hear him say we're going to tax only the rich, watch your wallet because his figures don't add up and he's going to sock it right to the middle class taxpayer and lower, if he's going to pay for all the spending programs he proposes.",1
13630,"And when people vote, I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about.",0
13631,"Values begin at the top, in the White House.",0
13632,"Hey, I've got to answer that, Jim.",0
13633,So just to finish on the borders...,0
13634,Donald doesn't agree with that.,1
13635,And the tax relief was important to spur consumption and investment to get us out of this recession.,1
13636,"I know Donald's very praiseworthy of Vladimir Putin, but Putin is playing a really...",0
13637,I think that speaks for itself.,0
13638,"So we did have at that time with good management, the ability to do both.",0
